262144
247,315
28392,25874
11464,2925
9681,30533
25726,13641
22623,30634
19629,4425
27316,910
26234,3309
13833,11969
3431,32442
2655,3191
363,7463
3065,4861
17298,17390
18686,16478
6481,6514
6748,6084
28335,9364
10736,29532
15951,17464
21740,21926
5230,768
8343,12675
16830,22838
29259,15815
5342,2894
16057,1745
9204,29110
30369,21905
17240,1661
31099,12369
17043,17807
19531,21048
26153,5001
6173,17477
8854,21649
32547,25821
10088,23764
2399,18588
5939,10329
11297,25175
27667,23680
28915,27563
24905,7568
24550,4215
8165,30295
24731,8464
19912,1790
20186,20158
17481,6392
32278,28031
13501,26595
2629,18200
10085,3092
7501,17374
21848,9119
20628,20026
479,30723
18899,22225
25442,22024
20081,25989
10580,26734
19880,3441
727,10724
30088,21704
5790,30751
18559,6930
25514,28365
32249,29516
15737,4573
18794,25792
7167,1754
26623,7889
24327,31936
24514,23067
15975,7586
10765,24595
1685,16810
6488,30251
9077,29190
27225,850
13313,14620
31109,14001
12585,8331
16494,32158
12976,21504
23328,19487
9767,30773
32118,29372
6606,21924
15386,30869
8734,27156
27132,13389
27131,30932
18384,13487
31501,18136
18790,18404
1771,13544
8896,9126
1340,22835
17343,24021
24854,8693
23753,8569
12061,17586
11761,19083
9000,16392
1313,20862
17210,5598
17721,10927
19837,24958
22435,10363
24474,6460
13525,9784
20356,27754
19440,7263
20011,7058
10568,22735
4751,5760
27402,4828
12422,23494
14251,16856
2258,15201
3697,22548
15377,11098
14730,19697
25652,21153
28870,29894
5236,3163
24607,20219
20178,17945
6162,31936
16511,30662
2223,19513
26021,29825
32019,28202
2436,29382
23304,32227
23797,5527
2703,20379
2022,6477
16884,12301
14288,18092
25915,14909
7469,8364
14473,24379
9969,17782
23913,16943
11843,25049
3121,31178
23228,28278
16886,6076
15256,31043
20345,10856
9331,10682
8553,7952
2761,20453
26374,19641
17704,32447
17549,7916
15185,32749
20318,18556
24724,14448
28431,24848
29043,19668
7199,24908
19976,30140
17687,7268
2294,23894
14736,22961
6302,12379
26448,27653
23809,2285
14523,9151
26297,5306
17131,31751
24697,11889
9821,20903
21400,9675
25508,25013
23603,16617
5062,17508
11196,25287
1101,24616
29342,27927
9394,20351
23240,1521
20575,10720
27672,20341
14971,8113
11880,15458
18182,26118
17455,2061
15362,15109
316,11576
23040,16780
1467,15832
20680,1780
5223,9353
23016,6398
28581,17698
15800,7249
16791,8393
6810,10650
23295,17813
24040,17570
7818,12008
5642,30410
19595,18424
31465,31918
14459,10061
18788,20647
3641,23326
4794,32579
10779,31988
8586,2683
8621,426
19468,14954
8184,32711
4748,21994
31443,17542
26494,9212
31760,9209
22440,2899
8945,5922
23284,29911
997,23222
32115,16998
30151,664
28617,8288
2312,1160
1984,21472
6043,29763
29203,29209
18955,7749
24425,27757
632,19349
22965,13018
10095,924
3194,14319
24742,19831
29790,1793
26203,28315
8519,19872
18709,12024
8244,19528
4963,25239
20577,17983
3408,2554
32459,548
18932,27985
8650,29171
15912,14293
8126,5434
16668,12902
23760,29624
22460,11985
9939,3605
8492,181
8408,25227
9595,23191
10115,7368
5146,28700
24531,21712
20864,16689
4159,20343
12353,11669
11359,7072
26292,16870
9370,3751
8895,22830
1569,643
10259,31054
6829,5134
20883,2749
1211,17244
770,30881
10560,12326
8077,2492
8940,19170
24780,3148
21923,19463
24818,21440
31761,29328
22701,18691
30054,7790
27518,16906
9457,27277
23038,28614
20156,13786
682,8675
17073,1095
31967,7525
29200,8700
17161,17040
12813,5992
25594,13133
10092,10618
13166,5115
32181,6655
21008,10642
13168,15342
18198,31017
8291,26792
11383,19406
19099,11390
12662,23198
17727,19478
21834,9753
22388,8011
5154,32607
29528,21503
16450,11685
22823,18567
18499,24710
10612,15754
23005,22102
19343,17150
27673,2651
27084,26073
10522,30250
19770,21107
11374,8428
30590,10330
17596,15332
8737,20596
5850,22864
7303,27108
31072,3960
14539,10159
3100,12580
22245,691
23463,22621
19833,29730
28117,22283
8760,8597
25730,14848
1883,32702
19304,15480
1857,20459
24166,12684
30205,22886
26628,28712
21157,24747
4420,6904
19169,32392
18167,11239
19743,20286
31054,11891
1800,16657
17833,6501
22472,14712
11062,7760
17710,21627
24843,12253
28365,26922
23900,26284
16962,15245
25751,1802
11616,4811
24072,680
5805,25130
19878,1177
27158,28989
27903,4094
4354,19557
31693,21075
26030,3223
6171,6669
29340,7430
32684,3608
20931,3022
3145,7837
29594,5775
6308,15091
16043,24100
11284,26949
23430,25468
6015,19064
18906,12100
23177,31619
32030,24519
10539,21904
1062,3960
11237,29247
14146,23662
27311,4605
2086,32308
11250,21985
21375,23385
13745,5931
17044,3042
22292,29214
16254,30980
11214,3685
8264,31053
12099,569
28069,10600
2292,20562
21775,22058
25072,30487
7741,21481
445,19349
10892,32533
22162,5110
466,16232
1169,22640
22028,16949
22031,9816
29634,1808
24824,21985
18089,6174
3043,1252
20996,11463
27872,30116
32502,25909
4804,10193
8594,30822
10219,14388
24524,22247
32171,3640
32743,12046
20265,10392
14867,19339
18857,8942
23483,30689
27040,11477
30853,9342
28914,22857
1364,28616
17016,27847
11406,21490
19241,5546
32539,25937
10669,13142
4431,5704
32325,8658
4925,4405
17209,22538
934,12221
23568,12051
17160,23677
7096,752
5479,18034
7953,21818
26300,18663
16868,28685
6241,9170
21040,30849
7355,16677
27481,9715
12804,14462
6244,32231
20622,22494
19866,24245
30794,20551
5453,6329
7401,2781
14977,28066
24487,560
16176,26909
503,15722
12449,9063
24769,17623
6212,15471
23821,856
8190,1435
11966,21609
22805,32106
30455,2685
11422,21185
8987,30684
13165,17780
32701,26644
31935,25118
20617,24079
23197,8517
17901,28075
11036,28858
17834,19561
8115,21300
3131,13382
1213,13339
30928,17806
3321,21787
266,23343
3355,32736
25172,11055
12603,19295
22137,16188
2541,13187
2790,2779
22177,6446
22108,29235
8648,22450
29568,2027
30301,2239
16917,10571
3257,26398
28483,18525
396,18780
24310,26954
14147,5710
29590,7065
24262,15795
27344,15907
11334,11348
18440,15713
23703,25947
30988,13883
26408,30032
2430,13697
26054,17363
30002,25788
3387,7567
8924,17407
7107,12189
8093,2460
5872,27114
2818,25462
24638,5096
8733,12345
32590,5860
31072,16546
25958,13003
26492,15363
10482,25647
22311,27549
19458,21471
24115,4435
30416,30984
11531,25569
27972,16531
30761,462
3745,7932
27490,28620
15679,31700
17682,15094
9020,21636
25096,11594
31243,30904
32024,23374
6669,25225
10103,1416
22701,25891
7707,4062
26810,18167
7361,24614
28397,5168
30220,12846
6348,3595
7757,4234
29412,24971
1337,26547
10488,22650
19505,15370
18906,2449
13572,16851
4536,19204
380,6271
20895,15726
3620,5747
23460,5645
24466,5418
10701,31131
20637,6761
3655,1523
13605,20776
15502,14683
7952,28995
29812,7394
24098,3222
22648,25942
2940,10214
2941,19779
10411,30361
16678,20045
15324,10776
14508,13288
18123,21283
8662,27064
25214,29211
1867,3026
6280,3693
11149,30214
9033,5304
20528,11164
17791,17667
2173,29464
25372,31321
32735,6227
12382,10101
6104,3087
17727,26137
10095,3311
14785,20032
28524,19748
32153,30999
22034,24741
12499,7988
9783,32518
1599,7105
19689,27155
9263,12507
8898,1225
15433,6925
2643,31964
30049,29473
5350,18291
30476,14160
1573,10033
17196,11608
29151,31639
31854,22479
27247,14532
27350,9597
17332,1397
28471,15755
361,8527
28377,6422
11927,23388
31451,21602
7406,28177
23965,4091
17535,846
12617,24906
27200,11846
32207,9592
28012,24161
21785,24193
7615,5285
27843,13599
2793,19131
16514,18052
10172,13090
5693,9227
29431,24260
15046,12181
29238,19931
26196,15497
30683,26880
15362,10583
7738,5365
2282,20892
6428,3232
32440,26000
29330,2958
15860,27064
20968,29123
24382,25017
20700,19218
12304,9178
15918,16937
19630,27670
13721,3086
27806,4043
28928,16032
13194,13641
21139,23779
29853,30367
23253,29850
18134,16740
10940,9747
25499,4178
9325,937
20597,27942
4982,19626
22987,23418
18970,4889
25885,24995
14357,27815
21754,1859
30781,3646
15078,22705
27786,32505
14869,17432
5741,1289
12461,15796
9138,15209
4171,13700
4982,13764
353,2890
24714,5101
26898,13663
31078,16109
14866,31662
3930,29668
6908,21851
31488,28159
16011,13665
9678,4749
4247,21429
11845,25604
19310,9326
28586,16605
6427,31938
14137,169
28738,1875
5587,20946
13853,27319
6835,2967
2503,3126
24683,14673
1137,16733
21620,17711
20896,3812
12085,24031
25190,6741
27879,22689
18637,9695
1704,14574
16144,21480
23446,31910
3398,9914
7736,3123
10487,30561
1050,29884
32624,17849
11703,20340
26804,13871
1090,15909
5471,16443
4572,9813
15247,22149
19155,27413
16679,9404
26578,15312
22722,20588
25873,24677
2288,28784
30865,7134
11154,14560
4669,29147
30551,1088
16075,1017
29767,28363
21827,20377
32373,28535
7966,28526
14250,14633
16540,19994
5162,2078
28645,13593
445,13827
1991,9799
710,20047
12617,17390
23612,2645
28338,31147
19629,31252
16308,30122
8290,15807
26040,15815
27715,23928
1662,16540
22675,8309
5290,19748
31572,423
7418,29901
21747,9870
24330,11921
14497,4503
31741,11489
4790,2486
5929,8731
10408,25393
21110,18933
10201,11772
4299,3917
11863,30751
24495,5890
9380,5162
424,19234
16911,5861
19859,32537
29763,758
27173,18040
10676,144
6069,29795
5781,18431
23309,27921
8904,6141
3780,26131
5645,15101
26213,29066
13867,18631
15523,6006
30920,17968
14862,4185
30161,28873
13602,21341
5364,12234
32232,16445
29940,24720
14174,14080
27989,27570
2240,7440
14843,13735
31193,8421
7199,18255
12709,24974
22829,23164
1630,11298
659,2381
10613,31143
20547,25292
29212,7257
16073,32542
3404,31998
18623,31631
5988,23584
27742,7294
19453,20776
15291,10618
4427,28654
31953,7904
2121,2344
10143,15536
27886,11516
1187,6073
12198,16809
27007,9300
9830,12601
8823,28781
13575,27220
23434,22626
5713,12127
3458,23386
29751,19199
19788,29695
7089,11578
19581,18720
29826,7562
12,7958
24493,22850
14769,14492
5706,2589
612,11928
15804,3347
28098,4182
4436,24327
31235,23894
20060,5312
1559,1220
32422,32725
9134,30918
9110,20788
17650,6782
22985,20213
16722,28818
611,14315
19502,26425
31205,25929
22854,16642
29058,17101
11432,26919
11411,2149
10985,18323
9369,29146
9731,17449
30779,29361
26167,10515
16059,866
11375,20714
25475,20009
202,26656
12527,16026
29761,3580
13920,927
21863,27513
24869,19776
16422,15721
16098,2671
1992,848
6525,6202
4590,22596
29430,6826
12740,18557
13030,18306
24084,10908
1116,18722
3638,15343
25944,10110
26968,8591
21211,22687
21613,26677
29260,31990
32383,19817
20858,20230
19623,29433
18571,17505
24173,24894
16411,22935
29949,8579
23849,22665
10070,13463
26038,17655
21353,7850
24972,27573
21365,25132
14232,26696
28497,14070
21323,5036
11019,30636
31411,2961
1854,32007
30425,12356
23941,21977
13125,7595
24934,32540
10656,29077
4194,15982
18743,26654
7753,30649
11676,7659
22756,1013
29489,6273
30038,25555
13076,5108
4463,4567
30113,8978
32214,8755
22603,25825
31500,30294
9044,27156
23556,16671
5851,14543
23600,22368
2140,26922
26965,2402
8784,23274
31216,8983
22242,20210
11946,13269
5816,11495
4437,9055
28040,12815
3281,4632
3282,18418
5801,20886
27269,19850
13800,19110
4972,17042
14344,14460
23057,21148
6442,19087
9499,18348
3975,27364
11779,20598
6559,8061
22112,20956
25726,12981
16605,8965
13420,12795
29149,2492
14399,20641
10706,12498
22453,18945
6427,21218
4976,23026
9879,12672
22168,5710
28758,7993
1492,23059
15468,24377
20940,24623
18567,15283
28692,25110
20715,6639
8829,16701
17146,14080
7468,18349
24777,17130
9344,1116
20140,3945
22900,24610
29919,341
9102,24006
5361,23174
14093,23175
23649,2238
2858,9487
1967,4807
1197,124
32086,17383
1101,765
15215,8170
18081,30734
30151,25813
24710,15178
3817,32375
18486,29906
14248,10904
7556,21665
6508,13929
18789,14694
3174,2331
32114,24080
11743,3356
12891,11533
18231,4611
10755,22474
6991,3513
6102,2105
29655,20514
1095,28412
32256,14606
30016,27428
17260,10014
14386,1755
20400,19191
22731,12816
31198,31142
941,27509
20323,28755
31718,25633
19333,14673
1225,20582
27277,28099
12349,7187
16551,19135
25146,26391
12846,27926
19329,5050
12758,4323
22836,9700
7441,29514
9876,28364
8358,7702
18195,21928
18875,6756
22393,1740
19568,1791
27505,23057
16691,2289
5308,31149
2141,20009
6542,22632
14977,7786
32109,7152
15133,30206
7633,10400
22849,20154
20528,5619
5564,10803
7074,11155
28,21727
7482,2771
18963,15052
10704,9816
31250,24355
2330,5464
32297,20686
15530,29030
6819,29985
29939,7937
2410,19496
31290,13837
16495,14392
27212,17864
29820,11371
17519,28213
27874,619
32678,216
8180,2980
19553,3950
5587,31555
4623,7402
18499,21993
13695,10852
12668,30805
9169,32492
29986,18903
29030,27006
2156,6009
7952,3644
3741,2856
11661,8506
6875,12092
17570,7965
11239,28417
11751,9021
12091,25417
30375,20978
2686,5555
22853,24948
13695,20297
30256,28970
11933,26507
5962,7540
15514,10184
26383,18510
11392,18510
13271,2595
7012,22656
24052,18594
11004,8241
5963,28736
10968,19723
5107,27610
24980,29377
30526,9363
14786,29659
17563,16883
25883,31541
31535,23457
19831,22028
26230,29274
29510,32571
12083,22006
5523,32351
8063,22743
19494,26209
5071,32135
21043,10229
516,24126
24250,7077
11159,30459
29976,10312
20071,240
7488,22038
31730,159
30070,20924
16436,8807
11148,6064
16177,18490
72,5988
12299,12934
1796,7731
22249,31087
2577,471
24799,28821
27813,20574
20005,30449
27571,28322
24630,8842
19537,29909
20486,23075
25483,16765
31600,7913
28552,1848
11895,3993
3670,29078
28300,12522
22749,20728
22711,133
10323,4024
5247,16046
5823,24030
16528,12628
17218,10668
26953,23934
2394,3608
18916,15344
18001,5454
13703,19495
16905,30854
18954,30104
25724,8145
32419,3591
2688,6478
22450,28735
27103,23548
12212,2893
4691,9781
27951,16860
22375,13020
16671,25114
17445,25832
23201,322
6943,13316
12401,27527
27777,11460
9456,6970
487,701
28281,25552
31346,2747
9741,20540
8299,37
13930,3458
31645,7010
20018,29165
6812,521
15474,3756
32484,20631
9787,10618
10249,5795
15819,31953
15706,3340
11909,24241
30059,22422
22410,16228
25510,13225
18471,2205
13254,5127
31287,13030
19607,20696
8253,12787
22979,7671
32258,20836
11184,23461
20241,2894
22500,30808
28331,15497
23056,591
17109,17258
8889,17580
321,28828
19672,8736
711,28507
26760,31139
19282,2355
10760,31208
11339,30872
535,21391
26185,955
10768,5963
21469,31077
455,12684
26784,3797
25992,30871
2080,1921
19882,27337
14753,3932
662,27787
11657,15129
26967,22675
19441,26942
5337,19326
27538,19260
32052,4732
17049,31360
1260,24540
27859,20980
31451,27606
21534,11014
6213,24204
19288,12692
9402,25173
30326,17322
1296,735
7292,10737
15599,542
14897,9997
22719,5870
3971,3801
31220,5373
7865,12764
2312,7947
15439,8563
9092,21586
2752,696
2979,5716
8594,32655
13514,24586
23622,12005
28937,11106
27701,9798
28461,6766
23675,16368
21704,11901
15857,21011
27661,20379
21727,1879
8093,3723
28549,14026
15704,4027
29718,26320
32649,7610
13841,17795
18169,5843
827,21035
1712,6830
7398,23637
26610,17750
8607,25435
6725,21663
17220,25582
8155,5280
16913,30286
63,10900
27183,23242
2105,32300
1432,27378
15310,28840
11563,1314
9503,14132
28139,3685
9018,17603
3057,32443
21611,27674
10946,26572
3822,24103
28762,16224
14529,8617
4500,12430
27540,20244
17528,19833
181,30159
1246,7988
18243,5273
31364,5485
17252,27995
6242,25263
29536,22499
14337,23547
31638,14426
16694,21280
1283,16580
1492,13889
2469,18495
22488,19442
7962,9570
23263,5398
26814,10447
16325,22341
10757,26280
24186,8895
16125,23899
6792,32377
22372,2706
2658,11847
17064,20376
3193,27643
22659,11969
16868,5752
17468,32386
13632,1056
2958,20412
20371,20787
30429,11879
9470,22074
14261,29055
2588,21222
5161,7667
16364,11887
8932,24580
25106,16731
30769,25516
20707,32130
31899,12233
29902,2832
31868,17760
21100,17321
10246,10447
20402,24183
6098,31561
4550,2151
11808,21029
32186,26248
7054,8016
30711,31273
13119,8709
11770,7264
27856,31337
9480,26259
16213,4499
30509,20284
1840,31872
25017,15114
9793,812
16523,7112
30439,27073
4400,9999
22243,748
22169,31610
13271,27782
31358,32705
1183,31716
29565,20075
30833,28679
26631,9191
6813,16612
26567,18697
32567,3602
29256,4538
22264,20638
25838,26640
8506,740
19350,6229
31325,31207
23154,29827
26040,18385
3851,13329
21048,29426
3308,24075
24367,16752
14933,15425
26780,27761
4763,3071
13036,20412
19453,23890
28231,12945
32188,26207
507,18056
6483,14650
7211,23703
21084,19484
28834,13875
1684,31165
10189,15843
1053,10952
14323,13457
20810,22328
24190,16781
12000,8725
11931,21294
1341,26708
424,28988
9594,3804
14631,23898
19105,8880
2983,7561
16407,24213
4852,468
1885,28470
26175,22171
1863,20803
10688,1361
6515,312
2987,4993
3453,8824
31904,29060
10666,25575
4312,80
4531,9288
4830,26015
23714,16326
29796,4318
8150,22853
26707,20828
10365,26365
4410,6725
15990,16877
17175,17433
24627,15796
5118,15656
8462,20271
16149,519
17674,6714
3400,29814
1386,1504
24106,17668
12749,12649
5970,7492
25791,27785
14772,338
22635,29312
25663,308
15990,26880
5098,30068
13105,2233
21603,14845
12338,18839
6200,16855
12286,270
19298,5928
32713,7459
112,21845
18696,13974
24636,8604
15157,19251
10085,3306
26211,31112
23669,2405
738,26192
16677,25936
5765,4440
14754,28385
13480,10704
18453,28944
632,16064
22996,3051
32764,9171
7546,26066
16320,26812
16159,12881
2488,6489
12820,24998
3653,30911
20900,1358
29570,25392
2278,24839
6963,22284
1080,31015
28700,29566
408,22295
23878,13544
7457,31356
27139,9623
3499,23434
22841,26136
27333,27207
25261,1723
4929,17338
6374,9603
28789,13983
13538,32288
6292,15670
22265,7262
4912,21792
17955,24576
13381,16901
32453,20624
14569,26324
32213,27416
10559,31515
14816,17362
6783,3033
2827,4282
15110,17320
23044,19752
12838,3634
4394,27207
26923,17989
7488,1331
1932,12044
25386,4881
30578,23921
21921,26730
5436,9289
20800,21364
8753,21035
10656,23604
23494,19770
19734,31531
32463,28249
11360,346
17825,31001
32646,29428
1446,24517
256,26692
27322,29463
9997,28535
6328,24205
12573,1578
23606,3861
22399,5061
6817,17409
19196,29805
22449,15957
18423,13653
24704,11875
27683,5221
12513,17472
26385,8383
975,13932
28615,29556
26437,32057
20534,18722
25016,11433
11042,26921
16348,13398
6807,19491
12747,11922
1038,20234
16166,3901
6275,16810
5574,32472
17827,26315
16896,14302
22682,9616
8444,8097
6526,17527
3666,23980
26387,9013
2109,4937
13804,21186
21059,18076
16380,21724
28986,14449
13490,19911
25896,21763
17505,23198
30019,6573
27179,13057
7108,31401
189,32145
18936,15949
24791,32221
28362,19919
32136,9318
16838,14904
26680,13859
22710,17678
16221,29560
19844,16122
6498,8487
14828,23243
804,13410
10012,9483
30858,24063
20749,12555
19674,12459
26104,15154
2007,15271
23887,4732
11359,12995
21875,7201
26566,12249
4387,6296
14042,12128
1491,30415
4245,9875
2627,25570
15169,23635
26643,30371
1433,7036
8595,16109
23058,26521
5778,826
30391,3247
24712,16839
30573,8090
29023,12502
15946,834
4586,17181
25730,6406
23001,23435
12063,7936
22980,28460
27268,8851
29392,13977
3481,21825
16292,24403
28666,9890
5013,18412
1347,9411
11732,30114
1568,23025
1070,30545
28773,2738
25895,25458
522,715
31497,3548
31431,9163
2491,28830
13598,1146
32102,24976
18298,13500
15156,3285
9543,4455
2532,32516
6527,8644
20339,17114
8782,15931
12788,18249
4226,18308
12981,8212
9989,31410
22576,15840
32106,25009
24427,10287
24652,14065
3903,11871
5619,15056
22110,30292
14433,8162
18399,12997
17911,589
12390,3999
13727,26611
9556,24238
29511,29343
17985,2313
25690,25608
1964,17308
20556,18230
24771,21872
20218,1821
6694,23419
8415,18278
1839,21668
4520,14309
17282,9238
18224,13299
8506,32139
18787,17186
4594,18796
3978,27300
22731,5117
21677,21501
16946,1178
19320,13434
24042,19234
12140,5944
2629,23742
27505,23769
21570,20651
12280,29899
29362,6766
23858,13681
5392,27505
28827,32049
14221,10857
22304,14027
2210,32011
5915,3688
21328,10776
3525,9821
24745,31378
16626,29451
2746,16710
6174,28478
23435,3492
8169,12171
25596,24611
21433,21820
25156,667
7519,28108
27839,424
29553,15242
32160,7494
453,19890
1685,21843
24859,14196
24396,32132
4057,10603
26385,10401
7607,1279
14739,25564
511,7190
9568,20777
26101,16720
4713,17002
19052,4979
31072,17710
31907,27689
2624,7606
12930,11968
23812,27736
3263,24729
29041,23528
29020,21672
6252,26166
26326,6931
13190,13121
2045,6424
675,15436
24089,15991
10869,3202
22301,16937
4751,29177
14495,24735
5265,29243
10064,2606
30994,19653
15436,21901
15423,600
26611,5768
26051,27997
5714,1442
27016,29097
8873,5660
5880,30085
8425,18574
93,30644
27984,21520
157,27009
7573,12150
11191,11926
31432,26092
555,4677
12087,17468
22758,7352
3186,14648
15574,14939
15905,32421
7106,1583
7821,16573
25745,5662
19364,5008
30926,16190
5649,28879
16111,30966
4898,16125
32155,22012
14241,17950
30326,26713
26929,17489
17423,23958
17776,24358
26270,15079
6963,21028
20622,7734
31092,28691
10860,6843
31800,17703
5475,5905
6797,12925
24183,26430
22801,27420
3956,15631
10184,25847
21329,4343
32313,30195
14893,29188
28316,148
1943,26754
21997,15218
20357,19657
17317,14865
24687,13881
6430,12645
30499,16058
9596,1546
7671,19113
8910,17161
7455,1136
22228,8969
22693,16037
32259,5051
25351,29505
14072,30631
5373,7690
9376,15759
2202,17223
8988,1701
20855,25099
24792,12845
12263,1671
10311,25926
29677,32230
3051,7975
18088,28425
28171,13748
28098,3218
18131,21837
14048,17183
10671,8990
16917,28926
17831,1012
8951,16837
9400,20272
28374,22455
24782,31916
6013,4331
24682,28989
5044,7174
22941,109
31528,11478
13440,23447
15868,32711
28890,13031
5719,27465
5980,19297
20433,21833
18029,22706
5918,20023
6264,2618
27798,7952
28526,19342
24075,25612
24005,21389
27563,26342
7772,13298
30976,11272
24669,11329
30714,23115
4553,12391
29659,14166
29577,17386
25088,28246
30951,11735
2375,15784
2683,8685
25097,24243
21635,29780
17010,28148
23216,3420
8974,9848
20178,28823
29147,32662
32238,12752
3197,5933
18237,32258
23432,20816
6470,20175
7390,25316
2580,21443
20704,23934
14502,17538
23821,5754
20372,3455
19094,16833
26752,17432
8045,21079
32207,17570
4161,12272
23890,21622
8901,25111
325,179
10352,23493
2186,23389
28945,21116
22166,13437
12990,6051
32375,25490
2560,8538
19963,18713
7129,30803
17748,15694
32005,5082
26635,26630
28333,11211
22446,26606
19062,8335
17543,14834
24964,18891
13024,5172
31530,12262
16350,18345
22315,30668
10224,8022
1489,6125
1772,5429
28427,28263
20298,2577
28079,2784
11300,11451
26813,30563
11289,13253
24292,26080
27019,13743
1934,32760
87,22285
10317,2266
17537,30759
26906,26518
10578,26192
5354,17357
31345,6253
10142,1217
14373,4204
10031,4150
25758,25455
13524,25198
23664,17893
21500,30416
2637,26224
29650,2118
11341,11705
